0.0222428,0.00443910,
0.0222428,0.00601948,
0.0278035,0.00886943,
0.0444856,0.0142005,
0.0444856,0.0200727,
0.0556070,0.0268446,
0.0945320,0.0253986,
0.122335,0.0195246,
0.144578,0.0136229,
0.166821,0.0115378,
0.189064,0.00899307,
0.205746,0.0110685,
0.216867,0.0160847,
0.222428,0.0230529,
0.233550,0.0272188,
0.261353,0.0184728,
0.283596,0.0275983,
0.300278,0.0406648,
0.322521,0.0279830,
0.339203,0.0174777,
0.355885,0.0120271,
0.383689,0.0140053,
0.417053,0.0165362,
0.444856,0.0138128,
0.472660,0.0113792,
0.511585,0.0123647,
0.539388,0.0143985,
0.583874,0.0118617,
0.617238,0.00874750,
0.645042,0.00681816,
0.672845,0.00425852,
0.695088,0.00262324,
0.734013,0.00157178,
